FIPS,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Per_Cropland_Manure,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog_Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER
17161,99916000,80.3,76.66,0,0.85,0.95,0.86,0.93,0.06,19.7,0.5,2.92,4.83,11.08,0.28,0.01,0.03,0.05,4.52,149,6,27,27,24,6,1
17163,135618000,83.11,78.59,0,0.19,1.53,0.96,1.8,0.05,16.89,0.03,2.7,2.85,11.13,0.04,0,0.1,0.03,2.98,118,12,51,21,27,24,0
17165,73568000,75.91,75.04,0,0.77,0.03,0.02,0.05,0,24.09,7.11,0.5,4.07,12.18,0.03,0,0.2,0.01,1.82,154,6,27,23,13,23,0
17167,352624000,92.42,91.78,0,0.18,0.15,0.04,0.14,0.13,7.58,0.15,0.18,2.03,5.05,0.01,0,0.15,0.01,1.01,234,2,40,41,26,17,0
17169,116327000,64.6,63.81,0,0.78,0.01,0.01,0,0,35.4,0,0,3.33,32.03,0.01,0,0.02,0.01,1.61,129,0,5,10,4,3,0
17171,84659000,81.99,81.8,0,0.07,0.06,0,0.06,0,18.01,0.5,0.5,4.2,12.72,0.02,0,0.07,0,0.52,100,6,4,22,4,1,0
17173,219148000,79.88,79.54,0,0.2,0.03,0.03,0.05,0.03,20.12,0.01,1.44,7.2,11.31,0.04,0,0.12,0.01,2.48,278,6,30,34,28,14,0
17175,117015000,96.08,94.64,0,0.44,0.97,0.01,0,NA,3.92,0.17,0.17,1.69,1.82,0.03,0,0.03,0,1.64,75,2,10,11,9,4,0
17177,288477000,53.15,52.19,0,0.67,0.07,0.03,0.16,0.03,46.85,14.65,17.16,7.28,7.5,0.2,0,0.06,0.01,9.68,359,79,54,33,69,19,0
17179,220434000,82.6,79.95,0,0.33,2.11,0.03,0.16,0.02,17.4,0.4,1.36,2,13.5,0.04,0,0.01,0.09,2.93,144,7,57,39,51,4,0
17181,47946000,90.26,71.97,0,1.8,5.68,8.28,2.53,0,9.74,0.2,2.95,6.35,0.04,0.08,0,0.11,0.01,0.85,174,4,15,8,8,9,0
17183,283002000,95.18,94.76,0,0.18,0.02,0.01,0.2,0,4.82,0.01,0,2.73,1.99,0.04,0,0.04,0.01,0.8,179,0,26,13,20,20,0
17185,52581000,96.07,95.23,0,0.16,0.33,0.02,0.33,0,3.93,0.01,2.88,0.7,0.25,0.05,0,0.03,0.01,0.09,34,1,5,1,3,5,0
17187,253606000,79.12,78.88,0,0.17,0.01,0.01,0.06,0,20.88,0.01,0.57,6.02,13.97,0.29,0,0.01,0.02,2.48,236,4,45,38,48,19,0
17189,203766000,68.95,67.8,0,0.75,0.14,0.02,0.09,0.15,31.05,0,12.76,5.21,13.02,0.03,0.01,0.01,0.01,4.08,195,36,6,25,12,7,1
17191,188256000,72.59,70.73,0,0.4,0.4,0.29,0.52,0,27.41,6.34,0.16,3.75,17.02,0.08,0,0.02,0.03,1.89,257,6,40,45,21,9,0
17193,141051000,93.18,91.75,0,0.15,1.26,0.02,0,0,6.82,0,0,1.21,5.6,0,0,0.01,0.01,0.25,91,0,8,7,6,3,0
17195,301041000,69.92,67.9,0,0.24,0.79,0.01,0.96,0.01,30.08,0.98,1.24,12.31,15.41,0.03,0,0.09,0.02,4.4,226,12,37,43,26,22,0
17197,133506000,92.26,80.89,0,0.84,1.22,0.15,9.01,0.15,7.74,0.08,0.63,1.21,4,0.08,0,1.64,0.1,1.64,93,3,71,20,34,36,0
17199,34713000,74.41,70.91,0,2.49,0.55,0.39,0.03,0.04,25.59,5.68,0.32,18.34,0.02,0.13,0.58,0.42,0.1,1.07,180,3,42,8,27,18,7
17201,107194000,78.13,70.74,0,0.82,0.53,0.95,4.57,0.52,21.87,0.07,8.16,9.44,3.78,0.08,0,0.07,0.27,4.06,155,24,62,24,55,25,0
17203,216105000,75.2,73.68,0,0.44,0.59,0.05,0.44,0,24.8,1.5,0.25,3.94,18.42,0.5,0,0.17,0.02,7.88,180,4,56,42,37,6,5
18001,283136000,34.88,33.33,0,0.92,0.12,0.01,0.51,0,65.12,20.23,8.66,7.93,27.92,0.07,0.03,0.24,0.04,13.25,500,49,206,168,83,106,7
18003,175824000,71.13,67.58,0,1.33,0.32,0.05,1.78,0.02,28.87,2.09,3.85,11.45,10.56,0.13,0,0.65,0.13,6.54,253,23,88,61,68,123,0
18005,93020000,88.29,83.64,0,0.47,3.77,0.02,0.37,0.02,11.71,0.02,0.54,2.34,8.09,0.23,0,0.45,0.04,2.62,148,2,34,32,44,10,0
18007,178916000,86.87,86.45,0,0.1,0.1,0.11,0.11,0,13.13,0.01,10.19,1,1.81,0.07,0,0.02,0.03,4.17,45,2,14,12,19,2,0
18009,63476000,74.76,74.52,0,0.22,0.01,0.01,0.01,0,25.24,0,0,3.04,22.05,0.09,0,0.05,0,4.37,49,0,5,14,14,6,0
18011,134618000,92.91,91.58,0,0.79,0.2,0.01,0.16,0.17,7.09,0.31,1.81,1.47,2.79,0.2,0,0.44,0.07,1.26,125,8,58,43,68,23,0
18013,1916000,85.46,54.67,0,14.01,1.79,1.37,13.62,0,14.54,0.58,0,10.42,NA,2.93,0,0.31,0.3,4.99,56,0,24,1,25,1,0
18015,249990000,54.97,54.29,0,0.32,0.04,0.01,0.31,0.01,45.03,0.13,0.27,1.83,42.72,0.03,0.01,0.04,0,7.25,141,3,20,73,42,17,1
18017,149462000,66.41,65.01,0,0.73,0.28,0.01,0.38,0.01,33.59,0.02,9,2,21.54,0.17,0,0.02,0.84,5.26,158,2,39,64,35,5,0
18019,41656000,84.3,72.9,0,2.56,1.97,1.92,2.68,0.31,15.7,2.66,2.5,10.22,0.05,0.15,0,0.08,0.03,2.58,162,2,40,9,42,7,0
18021,76231000,96.36,95.18,0,0.73,0.05,0.34,0.03,0.03,3.64,0.02,1.44,1.51,0.41,0.02,0,0.14,0.09,2.99,145,8,19,7,18,13,0
18023,184708000,78.41,77.96,0,0.3,0.01,0.03,0.11,0.01,21.59,3,0,3.14,15.29,0.12,0,0.02,0.02,4.27,92,0,40,54,53,6,0
18025,9288000,41.1,31.29,0,9.05,0.05,0.24,0.41,0.06,58.9,0.31,1.96,20.26,35.56,0.2,0,0.31,0.3,13.29,193,3,17,5,9,6,0
18027,270860000,41.56,39.92,0,0.34,0.89,0.12,0.28,0,58.44,47.34,1.22,2.41,6.5,0.13,0.02,0.67,0.15,23.7,404,20,146,58,110,157,1
18029,12193000,69.59,50.88,0,11.01,1.32,1.91,3.5,0.44,30.41,0.14,10.6,17.42,0.59,0.79,0,0.48,0.41,8.79,271,5,42,30,61,14,0
18031,178892000,57.85,56.8,0,0.55,0.14,0.01,0.21,0.13,42.15,0.01,8.5,2.3,31.19,0.04,0,0.02,0.09,7.24,204,3,23,45,22,9,0
18033,93772000,65.33,63.6,0,1.36,0.08,0.1,0.2,0,34.67,0.02,7.33,26.84,0.34,0.07,0,0.04,0.03,7.31,132,8,32,19,31,20,0
18035,92150000,92.93,86.71,0,0.11,3.95,0.05,1.99,0.12,7.07,0.01,0.64,1.21,3.75,0.16,0.17,0.13,1,2.39,100,7,28,30,26,23,5
18037,248818000,28.09,27.33,0,0.51,0.02,0,0.12,0.11,71.91,55.76,4.56,4.96,6.59,0.02,0.01,0.01,0.01,23.48,357,9,80,50,20,8,1
18039,298286000,23.38,20.09,0,1.03,0.85,0.22,0.97,0.22,76.62,31.26,26.05,10.65,6.69,0.22,0.01,1.55,0.19,25.33,786,211,300,117,119,263,2
18041,45776000,85.02,80.5,0,1.18,2.8,0.02,0.2,0.2,14.98,0.01,0.5,2.97,10.92,0.28,0,0.29,0.01,2.23,132,1,8,20,29,9,0
18043,7136000,90.78,61.13,0,6,0.72,0.23,22.2,0.5,9.22,0.5,0,7.34,0.17,0.31,0,0.6,0.3,5.88,101,0,11,6,10,7,0
18045,112724000,93.99,92.07,0,1.07,0.25,0.28,0.32,0,6.01,0.01,0.5,1.87,3.45,0.09,0,0.09,0.01,1.23,143,2,14,9,28,10,0
18047,67064000,76.81,57.78,0,2.5,15.2,0.11,0.72,0.5,23.19,0.5,7.15,9.76,5.39,0.14,0,0.08,0.17,7.98,343,10,55,25,35,12,0
18049,140243000,78.13,77.17,0,0.43,0.42,0.06,0.03,0.02,21.87,0.2,9.91,5.43,6.12,0.1,0,0.06,0.05,10.77,203,38,28,32,26,18,0
18051,149005000,85.62,83.92,0,0.21,0.91,0.28,0.3,0,14.38,0.54,5.73,1.32,6.68,0.02,0,0.07,0.02,3.25,102,6,20,10,20,12,0
18053,118607000,83.28,80.06,0,0.38,2.76,0.01,0.06,0,16.72,1.86,2,1.5,11.25,0.03,0.04,0.04,0,3.05,94,1,50,43,17,5,2
18055,108439000,56.58,54.34,0,1.88,0.17,0.03,0.14,0.02,43.42,22.94,0.33,1.81,18,0.12,0.01,0.17,0.04,10.64,364,7,75,20,49,18,1
18057,104629000,97.45,60.27,0,0.48,0.19,0.23,36.23,0.04,2.55,0.08,0.08,0.76,0.55,0.23,0,0.79,0.06,2.47,76,2,49,16,53,18,0
18059,115727000,72.13,70.16,0,0.39,0.29,0.18,0.92,0.19,27.87,0.1,0.09,0.95,26.19,0.18,0,0.36,0,1.52,130,1,36,42,50,10,0
18061,88656000,51.91,47.68,0,2.54,0.05,0.64,0.85,0.1,48.09,33.16,0.79,9.75,3.41,0.17,0,0.31,0.5,6.1,509,5,83,31,41,35,0
18063,84417000,96.16,90.59,0,1.02,0.51,0.1,3.84,0.1,3.84,0.17,0,1.92,1.3,0.14,0,0.05,0.26,1.47,154,0,73,50,57,9,0
18065,122913000,64.96,63.16,0,1,0.59,0.13,0.04,0,35.04,0.34,14.68,8.47,11.03,0.3,0,0.11,0.11,4.76,179,12,20,51,53,29,0
18067,97093000,83.1,81.42,0,0.58,0.25,0.41,0.22,0.22,16.9,0.08,1.26,0.88,14.61,0.04,0,0.02,0.01,2.93,88,8,21,24,10,6,0
18069,160153000,56.53,55.92,0,0.52,0.03,0,0.03,0.03,43.47,16.11,14.48,5.38,7.33,0.08,0,0.03,0.06,11.44,105,8,28,32,33,7,0
18071,186500000,40.59,37.38,0,0.39,0.89,0.01,1.91,0.01,59.41,47.17,2.61,3.27,6.03,0.09,0.01,0.15,0.08,4.79,244,19,40,34,46,22,3
18073,298742000,47.7,46.39,0,0.87,0.04,0.08,0.16,0.16,52.3,1.68,39.11,5.97,5.5,0.03,0,0.01,0,7.2,109,9,23,40,25,4,0
18075,372596000,23.65,23.43,0,0.21,0,0.01,0.01,0,76.35,45.21,2.59,2.62,25.7,0.05,0,0.09,0.09,12.78,210,16,78,73,43,29,0
18077,31447000,84.57,76.98,0,4.04,0.15,0.97,0.14,0,15.43,0.14,5.4,8.81,0.14,0.33,0,0.36,0.24,2.8,325,6,44,32,62,25,0
18079,63312000,70.17,68.74,0,0.69,0.15,0.06,0.47,0.06,29.83,18,0,4.63,6.85,0.09,0,0.25,0.01,2.98,208,0,43,25,33,19,0
18081,75288000,88.63,87,0,0.99,0.2,0.24,0.18,0.02,11.37,0.04,3.5,3.62,3.73,0.18,0,0.26,0.04,2.46,156,2,75,31,80,22,0
18083,245339000,79.75,65.33,0,0.12,14.13,0.03,0.14,0,20.25,12.28,0.1,0.93,6.9,0.02,0,0,0.02,5.44,94,2,35,17,10,6,0
18085,298032000,42.03,39.86,0,1.23,0.37,0.35,0.22,0,57.97,29.78,5.42,4.89,17.48,0.06,0,0.18,0.15,7.59,297,23,80,59,48,70,0
18087,275581000,29.93,20.29,0,1.11,7.97,0.05,0.5,0,70.07,26.21,14.51,21.25,4.83,0.2,0.02,2.49,0.56,24.87,"1,101",305,433,77,137,528,1
18089,65377000,93.02,86.26,0,0.8,1.74,0.54,3.15,0.53,6.98,0.34,5.11,1.03,0.34,0.07,0,0.06,0.03,0.97,52,8,21,8,17,12,0
18091,166383000,82.2,73.78,0,1.19,5.05,0.41,1.37,0.4,17.8,0.01,8.86,5.8,2.51,0.08,0.27,0.25,0.02,2.37,165,16,28,16,39,40,1
18093,43471000,69.42,63.58,0,4.58,0.36,0.31,0.28,0.31,30.58,13.76,0,16.27,0.08,0.24,0,0.21,0.02,4.28,387,0,68,20,80,24,0
18095,129462000,92.57,79.27,0,0.5,1.93,0.06,10.31,0.5,7.43,0.02,2.75,1.53,2.94,0.04,0,0.13,0.02,1.18,132,3,29,35,39,16,0
18097,12066000,92.24,56.67,0,2.33,7.87,0.39,24.99,0,7.76,0.98,0,1.14,0.05,0.37,0,0.48,4.74,1.07,21,0,24,3,14,5,0
18099,145167000,65.15,62.02,0,1.86,0.35,0.35,0.57,0,34.85,5.42,22.18,4.95,0.88,0.5,0,0.89,0.03,8.55,242,47,56,53,21,41,0
18101,60782000,29.61,28.48,0,0.81,0.11,0.11,0.1,0,70.39,57.27,0,3.32,9.53,0.04,0,0.19,0.04,23.44,105,0,31,8,11,15,0
18103,179452000,51.54,48.53,0,0.81,2,0.1,0.1,0,48.46,0.02,3.96,3,40.84,0.06,0.03,0.02,0.53,6.26,121,8,21,46,36,14,1
18105,9406000,73.69,47.92,0,10.21,2,2.44,10.57,0.55,26.31,0.32,1.4,21.48,0.2,0.75,0,1.56,0.6,8.51,180,2,36,25,14,15,0
18107,162653000,94.39,93.71,0,0.35,0.02,0.04,0.25,0.02,5.61,1.44,0.08,1.77,2.02,0.15,0,0.08,0.07,1.37,144,1,40,34,36,6,0
18109,65537000,87.43,84.1,0,1.32,0.38,1.49,0.07,0.07,12.57,0.06,1.99,2.99,3.9,0.15,2.25,1.14,0.09,2.03,157,7,37,28,40,22,2
18111,196157000,48.63,47.24,0,0.15,0.13,0,1.11,0,51.37,6,27,7,7.5,0.04,0,0,3.83,2.59,54,1,6,12,9,0,0
18113,158498000,53.23,51.2,0,1.33,0.12,0.48,0.09,0,46.77,15.37,12.33,6.19,12.35,0.12,0.01,0.22,0.19,10.18,282,42,109,61,58,55,1
18115,4590000,76.21,64.34,0,6.53,0.2,0.2,0,0,23.79,0.02,2,20.72,0.23,0.3,0,0.22,0.3,6.59,89,1,4,1,2,5,0
18117,122527000,31.11,30.21,0,0.74,0.06,0.03,0.07,0,68.89,62.65,0.42,1.79,3.9,0.09,0,0.04,0.01,8.7,190,11,41,14,26,18,0
18119,34126000,84.71,76.79,0,3.46,2.35,0.05,2.01,0.05,15.29,0.13,3.17,8.04,3,0.45,0,0.1,0.4,2.17,264,7,64,37,55,9,3
18121,92711000,84.45,79.84,0,0.88,2.67,0.2,0.84,0.01,15.55,0.18,7.61,7.47,0.04,0.15,0,0.09,0.02,3.77,217,49,65,19,37,17,0
18123,40066000,39.29,35.42,0,3.11,0.06,0.23,0.23,0.24,60.71,36.03,8.82,7.72,7.63,0.04,0,0.42,0.04,20.16,244,14,38,18,18,14,0
18125,42622000,68.09,66.08,0,0.56,0,0,1.39,0.05,31.91,21.72,0.5,2.43,7.11,0.04,0,0.07,0.04,5.56,72,1,12,4,17,8,0
18127,77315000,88.43,79.64,0,1.52,5.39,0.06,1.75,0.07,11.57,0.07,5.17,2.77,3.31,0.05,0,0.05,0.15,3.36,81,11,47,23,22,12,0
18129,118192000,92.73,92.11,0,0.33,0.12,0.08,0.09,0,7.27,1.05,3.02,1.04,2.12,0.02,0,0,0.01,1.36,88,11,12,5,9,4,0
18131,188227000,68.01,66.64,0,1.36,0.01,0.01,0,0,31.99,18,2,3.46,8.39,0.08,0,0.04,0.02,3.03,89,7,9,22,22,3,0
18133,85113000,84.71,82.94,0,1.46,0.03,0.01,0.25,NA,15.29,0.6,0.37,4.43,9.25,0.29,0,0.15,0.2,1.99,260,2,73,48,61,16,0
18135,213107000,55.43,53.86,0,0.3,0.97,0,0.3,0,44.57,5.35,2.29,2.36,34.46,0.03,0,0.05,0.03,8.13,188,10,27,45,23,12,0
18137,86490000,78.31,67.3,0,0.85,0.13,0.25,9.49,0.13,21.69,0.66,1.77,6.24,12.69,0.2,0,0.07,0.06,5.29,297,7,58,49,51,12,0
18139,165149000,67.12,66.09,0,0.35,0.15,0.15,0.15,0.23,32.88,0,2.21,3.01,27.48,0.09,0,0.09,0,7.05,163,17,23,47,32,16,0
18141,103949000,80,69.58,0,3.01,1.31,0.44,5.26,0.4,20,0.9,4.64,2.14,11.88,0.1,0.18,0.08,0.08,3.23,146,16,50,41,23,11,1
18143,23844000,88.88,83.7,0,3.95,0.1,0.22,0.81,0,11.12,0.03,0,2.78,7.65,0.38,0,0.26,0.02,8.04,112,0,24,16,26,11,0
18145,135591000,88.3,85.34,0,0.44,0.85,0.23,1.2,0.24,11.7,0.05,7,1.47,2.97,0.12,0,0.03,0.04,3.19,121,7,37,16,30,9,0
18147,92904000,74.98,73.66,0,0.88,0.17,0.17,0.11,0,25.02,6.75,2.86,4.5,10.19,0.23,0,0.15,0.34,6.83,257,6,20,20,37,10,0
18149,69245000,94.86,81.87,0,10.44,0.42,1.03,0.68,0.42,5.14,0.07,0.3,1.11,3.09,0.24,0,0.02,0.31,3.1,48,1,16,12,13,6,0
18151,64037000,71.04,66.59,0,2.47,0.2,0.3,1.23,0.25,28.96,0.01,17,8.5,3,0.13,0.15,0.12,0.06,3.38,119,11,13,11,15,9,1
18153,88890000,90.31,85.37,0,1.16,3.74,0.04,0,0,9.69,8.1,0,1.22,0.28,0.07,0,0.01,0.01,1.15,83,0,18,12,9,3,0
18155,14812000,74.59,58.15,0,7.48,0.53,0.06,0,0,25.41,0.2,7.62,16.17,0.93,0.29,0,0.11,0.1,4.7,194,7,19,15,26,11,0
18157,142992000,83.08,78.78,0,0.59,0.43,0.14,3.07,0.09,16.92,0.3,0.2,1.64,14.48,0.16,0.01,0.06,0.08,3.67,152,1,58,58,57,14,1
18159,114884000,82.15,80.99,0,0.02,1.1,0.02,0.02,0,17.85,3.2,0,3.15,11.38,0.09,0,0.02,0.01,2.61,36,0,22,24,32,5,0
18161,41886000,91.52,90.64,0,0.81,0.02,0.03,0.02,0,8.48,0,0,1.36,7,0.08,0,0.02,0.02,2.98,75,0,6,6,8,5,0
18163,38990000,97.98,95.89,0,0.12,0.62,0.59,0.64,0.12,2.02,1.07,0,0.52,0.2,0.03,0,0.2,0,0.9,32,0,12,2,8,6,0
18165,76763000,76.8,76.51,0,0.28,0.01,0.01,0,0,23.2,0.01,0.5,7.5,15,0.08,0,0.11,0,2.99,59,1,7,8,18,2,0
18167,55435000,98.89,97.89,0,0.36,0.25,0.05,0.3,0.04,1.11,0.03,0,0.68,0.12,0.19,0,0.08,0.01,2.96,83,0,18,23,18,14,0
18169,161209000,59.06,57.15,0,1.24,0.07,0.05,0.55,0,40.94,2.4,6.26,3.84,27.6,0.18,0,0.33,0.33,9.44,150,13,36,59,28,17,0
18171,130643000,79.74,78.71,0,0.99,0,0.01,0.01,0.02,20.26,0.01,11.22,5.03,3.8,0.04,0,0.14,0.02,3.39,82,2,24,10,19,7,0
18173,49439000,92.62,91.35,0,1.15,0.04,0.05,0.03,0,7.38,0.3,0.21,2.95,3.74,0.09,0,0.08,0.01,7.04,102,1,36,19,18,21,0
18175,160552000,42.5,39.74,0,1.36,0.92,0.04,0.39,0,57.5,47.57,1.22,4.39,4.03,0.18,0,0.06,0.05,11.35,395,6,108,31,53,41,0
18177,100136000,68.56,61.26,0,0.8,0.37,0.1,5.77,0.1,31.44,0.24,12.17,5.92,12.83,0.05,0,0.16,0.07,6.04,315,65,60,22,34,27,0
18179,192141000,62.51,61.94,0,0.31,0.23,0.02,0.01,0,37.49,4.03,3.72,1.09,28.54,0.04,0,0.03,0.04,11.74,90,7,29,47,18,7,0
18181,256771000,61.85,61.57,0,0.15,0.03,0.01,0.06,0.03,38.15,6.7,0.3,6.4,24.65,0.02,0,0.01,0.07,4.52,143,3,16,62,22,3,0
18183,120947000,65.25,63.27,0,0.99,0.24,0.25,0.25,0.25,34.75,2.3,4.33,4.54,22.76,0.04,0,0.77,0.01,4.7,148,12,52,51,27,19,0
19001,188005000,54.86,53.45,0,1.31,0.07,0.02,0.01,0.01,45.14,10.91,0.05,22.63,11.4,0.1,0,0.05,0,7.51,344,1,20,26,34,9,0
19003,108297000,59.23,57.97,0,1.21,0.01,0.01,0.03,0.01,40.77,0.01,0,24.94,15.59,0.23,0,0.01,0,10.33,221,0,9,18,20,2,0
19005,200459000,33.29,30.45,0,2.14,0.04,0.33,0.33,0,66.71,0.39,27.93,20.08,17.94,0.19,0,0.1,0.08,17.16,441,90,43,52,45,27,0
19007,44483000,59.39,53.18,0,6.1,0.05,0.07,0,0,40.61,0.08,2,36.96,0.31,0.31,0.83,0.1,0.02,3.16,297,2,29,15,24,16,1
19009,276623000,47.04,46.77,0,0.26,0.01,0.01,0,0.01,52.96,0.13,0,14.67,38.03,0.12,0,0.01,0,6.88,176,0,27,45,20,1,0
19011,347724000,62.8,62.05,0,0.42,0.05,0.01,0.28,0,37.2,0.01,5.16,8.05,23.88,0.07,0,0.02,0.01,5.39,311,8,43,81,47,21,0
19013,261235000,61.91,60.71,0,0.24,0.16,0.08,0.65,0.07,38.09,0.01,1.18,6.46,30.27,0.06,0,0.1,0.01,9.55,170,6,47,109,36,15,0
19015,218354000,73.87,73.18,0,0.23,0.17,0.07,0.15,0.07,26.13,0.11,0,6.88,18.43,0.15,0.02,0.54,0,4.67,217,0,64,47,44,16,1
19017,229935000,59.4,58.9,0,0.4,0.04,0.04,0.01,0.01,40.6,3.12,4.31,10.77,21.99,0.19,0,0.2,0.02,9.43,225,21,38,48,50,21,0
19019,366410000,50.9,50.16,0,0.27,0.33,0.11,0.03,0,49.1,0.5,2.22,6.47,39.26,0.5,0.01,0.13,0.01,11.07,317,35,65,101,49,37,1
19021,537231000,32.95,32.76,0,0.14,0.01,0.01,0.03,0,67.05,34.52,0.16,7.26,24.94,0.15,0,0.01,0.02,19.39,128,2,39,93,35,7,0
19023,291478000,62.77,62.56,0,0.18,0.02,0.01,0.01,0.01,37.23,0.5,2.22,7.19,26.92,0.13,0,0.04,0.23,9.95,234,8,40,83,76,26,0
19025,321581000,54.84,54.76,0,0.07,0.01,0,0.01,0,45.16,3.33,0,8.92,32.78,0.09,0,0.02,0.02,7.84,136,0,31,67,33,9,0
19027,572966000,31.12,30.84,0,0.16,0.04,0.04,0.04,0,68.88,0.16,0.05,23.04,45.53,0.06,0.01,0.01,0.02,15.95,268,6,27,138,40,10,1
19029,203358000,56.94,55.3,0,0.54,0.55,0,0.55,0,43.06,5.12,5.6,26.25,5.73,0.32,0,0.02,0.02,6.42,228,4,27,19,34,12,0
19031,321521000,58.47,57.83,0,0.3,0.03,0.02,0.28,0,41.53,0.01,0.17,8.66,32.55,0.11,0,0.03,0,7.63,258,3,51,82,50,15,0
19033,226638000,74.56,72.23,0,0.15,0.04,0.14,2,0,25.44,0.01,0.45,6.14,18.72,0.04,0,0.04,0.04,3.41,137,7,23,40,23,5,0
19035,387127000,41.87,41.53,0,0.2,0.02,0.03,0.04,0.05,58.13,11.93,0.4,23.13,22.61,0.02,0,0.02,0.02,14.03,292,2,12,107,22,4,0
19037,302968000,48.88,47.59,0,0.35,0.36,0.02,0.55,0.01,51.12,0,2.83,19.06,28.52,0.5,0,0.05,0.16,11.42,262,28,30,65,32,26,0
19039,123240000,17.38,15.78,0,1.5,0.04,0.05,0.01,0.01,82.62,34,0,33.92,14.26,0.17,0,0.26,0.01,5.15,263,0,26,28,44,25,0
19041,348722000,46.92,46.32,0,0.23,0.16,0.01,0.2,0,53.08,19.74,0,12.89,20.28,0.16,0.01,0.01,0,8.77,141,0,14,62,45,12,1
19043,364249000,39.12,37.78,0,1.28,0.01,0.03,0.01,0.01,60.88,1.91,12.5,15.59,29.45,1.11,0.01,0.16,0.15,11.55,589,106,77,94,80,39,2
19045,339812000,61.9,61.42,0,0.39,0.04,0.01,0.03,0.01,38.1,0.15,3.64,26.53,7.6,0.05,0,0.06,0.07,9.05,452,14,49,48,24,20,0
19047,400277000,55.3,54.94,0,0.33,0.01,0.02,0.01,0.01,44.7,0.01,0.09,15.73,28.82,0.06,0,0.01,0,7.11,317,3,14,69,26,1,0
19049,237641000,60.5,57.71,0,0.34,0.34,0.05,2.01,0.05,39.5,8.21,0.24,12.07,18.57,0.05,0.01,0.17,0.18,5.81,164,2,67,36,41,23,1
19051,91912000,30.97,28.23,0,1.71,0.23,0.11,0.69,0,69.03,4.99,7.67,15.69,38.06,2.08,0,0.49,0.05,11.34,402,37,68,41,73,75,0
19053,103377000,34.64,32.61,0,1.75,0.01,0.03,0.24,0.01,65.36,0.6,0.6,43.14,20.73,0.27,0,0.01,0.01,5.05,300,1,14,20,16,28,0
19055,534551000,35.2,34.73,0,0.41,0.01,0.02,0.02,0.01,64.8,0.17,6.54,33.89,24.03,0.11,0.02,0.04,0.01,23.29,578,84,36,166,42,27,2
19057,108305000,80.77,76.43,0,0.4,0.05,0.5,2.89,0.5,19.23,0,1.24,4,13.77,0.11,0.02,0.05,0.04,4.85,113,3,6,23,28,17,1
19059,179276000,49.25,48.85,0,0.21,0.02,0.04,0.06,0.07,50.75,0.01,2.5,22.48,25.35,0.2,0.2,0.01,0,8.7,77,1,15,21,29,4,1
19061,440085000,29.15,27.94,0,1.1,0.02,0.08,0.02,0,70.85,0.03,18.54,42.46,9.64,0.13,0,0.02,0.03,26.89,670,156,39,80,42,16,0
19063,234921000,49.91,49.81,0,0.08,0.01,0,0.01,0,50.09,21.95,0,0.8,27.22,0.05,0,0.04,0.03,13.17,122,0,7,41,13,2,0
19065,372873000,46.08,45.45,0,0.51,0.02,0.01,0.04,0.05,53.92,9.03,6.06,10.12,28.18,0.5,0.01,0.01,0.01,12.33,367,46,35,73,54,11,2
19067,281044000,55.11,53.95,0,0.21,0.07,0.01,0.87,0,44.89,3.42,2.23,10.88,28.12,0.09,0,0.14,0.02,11.91,211,22,54,63,23,17,0
19069,382726000,49.91,49.8,0,0.09,0.01,0,0,0,50.09,1.3,0.43,3.88,44.43,0.05,0,0,0,16.31,168,2,35,99,25,6,0
19071,150746000,86.75,85.91,0,0.35,0.16,0.16,0.17,0,13.25,0.01,0,9.54,3.59,0.02,0,0.08,0.01,3.09,114,0,15,11,11,30,0
19073,299448000,58.27,57.89,0,0.25,0.06,0.03,0.02,0.02,41.73,0.01,0,10.17,31.5,0.04,0,0.01,0.01,7.46,159,0,25,64,20,15,0
19075,266709000,70.76,70.67,0,0.07,0.01,0.01,0.01,0.01,29.24,0,0.65,7.85,20.58,0.06,0,0.08,0,7.99,160,5,22,50,18,34,0
19077,227093000,54.57,53.66,0,0.77,0.06,0.03,0.05,0,45.43,22,0.5,10.35,12.54,0.02,0,0.01,0.01,8.16,265,2,21,21,9,9,0
19079,586788000,28.71,28.59,0,0.07,0.02,0.01,0.02,0,71.29,9.62,0.12,3,58.37,0.05,0.01,0.01,0.11,14.21,87,3,29,93,53,11,1
19081,422596000,44.71,44.61,0,0.06,0.02,0.01,0.01,0,55.29,17.86,0.5,2.11,34.73,0.05,0,0.01,0.03,9.62,97,6,12,77,12,8,0
19083,484609000,39.04,38.76,0,0.1,0.15,0.01,0.02,0.01,60.96,4.11,0.1,10.66,45.91,0.04,0.01,0.06,0.07,21.85,204,2,28,94,22,21,2
